frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,1374,528,1
67,1374,528,1
68,1374,528,1
69,1374,527,1
70,1374,527,1
71,1374,527,1
72,1374,527,1
73,1374,527,1
74,1374,527,1
75,1374,527,1
76,1374,527,1
77,1374,527,1
78,1374,527,1
79,1374,527,1
80,1374,527,1
81,1374,527,1
82,-1,-1,0
83,1373,526,1
84,1372,525,1
85,1369,523,1
86,1364,522,1
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,1298,525,1
100,1298,525,1
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,-1,-1,0
106,-1,-1,0
107,-1,-1,0
108,-1,-1,0
109,1290,531,1
110,1290,532,1
111,1290,533,1
112,1290,533,1
113,1289,534,1
114,1289,534,1
115,1289,534,1
116,1289,534,1
117,1288,534,1
118,1288,534,1
119,-1,-1,0
120,1288,534,1
121,1288,534,1
122,1288,534,1
123,1289,534,1
124,1289,534,1
125,1289,534,1
126,1289,534,1
127,1289,533,1
128,1289,533,1
129,1289,533,1
130,1289,533,1
131,1289,533,1
132,1289,533,1
133,1289,533,1
134,1289,532,1
135,1289,532,1
136,1289,532,1
137,1289,532,1
138,1289,532,1
139,1289,532,1
140,1289,532,1
141,1289,533,1
142,1289,533,1
143,1288,534,1
144,1287,534,1
145,1287,534,1
146,1287,534,1
147,1286,534,1
148,-1,-1,0
149,-1,-1,0
150,-1,-1,0
151,-1,-1,0
152,-1,-1,0
153,-1,-1,0
154,-1,-1,0
155,-1,-1,0
156,-1,-1,0
157,-1,-1,0
158,-1,-1,0
159,-1,-1,0
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,-1,-1,0
170,-1,-1,0
171,1093,455,1
172,1093,455,1
173,1424,497,1
174,1678,529,1
175,1863,553,1
176,1990,569,1
177,2070,579,1
178,2115,585,1
179,2133,587,1
180,2133,587,1
181,2121,586,1
182,2104,583,1
183,2083,581,1
184,2063,578,1
185,2044,576,1
186,2028,573,1
187,2015,572,1
188,2005,570,1
189,1998,570,1
190,1992,569,1
191,1989,569,1
192,1987,569,1
193,1986,569,1
194,1986,569,1
195,1986,569,1
196,1987,569,1
197,1988,569,1
198,1988,569,1
199,1989,569,1
200,1990,569,1
201,1990,570,1
202,1990,570,1
203,1991,570,1
204,1991,570,1
205,1991,570,1
206,1991,570,1
207,1991,570,1
208,1991,570,1
