frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,824,635,1
3,824,635,1
4,824,635,1
5,824,635,1
6,824,635,1
7,824,635,1
8,824,635,1
9,824,635,1
10,824,635,1
11,824,635,1
12,824,635,1
13,824,635,1
14,824,635,1
15,824,635,1
16,824,635,1
17,824,635,1
18,824,635,1
19,824,635,1
20,824,635,1
21,824,635,1
22,824,635,1
23,824,635,1
24,824,635,1
25,824,635,1
26,824,635,1
27,896,621,1
28,952,610,1
29,920,616,1
30,892,621,1
31,869,626,1
32,851,629,1
33,838,632,1
34,828,634,1
35,900,585,1
36,955,548,1
37,919,570,1
38,889,589,1
39,864,605,1
40,846,617,1
41,832,627,1
42,823,633,1
43,817,637,1
44,814,640,1
45,813,641,1
46,813,641,1
47,814,641,1
48,816,640,1
49,817,639,1
50,819,638,1
51,820,637,1
52,821,637,1
53,822,636,1
54,823,636,1
55,824,635,1
56,928,538,1
57,1008,464,1
58,1066,409,1
59,1106,372,1
60,1133,347,1
61,1149,332,1
62,1157,325,1
63,1159,323,1
64,1049,425,1
65,962,506,1
66,896,568,1
67,849,612,1
68,817,641,1
69,797,660,1
70,787,669,1
71,784,672,1
72,785,672,1
73,788,668,1
74,794,663,1
75,799,658,1
76,805,653,1
77,810,648,1
78,814,644,1
79,818,641,1
80,820,638,1
81,822,636,1
82,824,635,1
83,825,634,1
84,825,634,1
85,825,633,1
86,825,633,1
87,825,634,1
88,825,634,1
89,825,634,1
90,825,634,1
91,825,634,1
92,824,634,1
93,824,635,1
94,824,635,1
95,824,635,1
96,824,635,1
97,824,635,1
98,824,635,1
99,824,635,1
100,824,635,1
101,824,635,1
102,824,635,1
103,824,635,1
104,824,635,1
105,824,635,1
106,824,635,1
107,824,635,1
108,824,635,1
109,824,635,1
110,824,635,1
111,824,635,1
112,884,583,1
113,931,542,1
114,904,565,1
115,881,586,1
116,862,602,1
117,847,615,1
118,856,567,1
119,863,529,1
120,850,500,1
121,820,481,1
122,816,526,1
123,814,564,1
124,814,593,1
125,815,615,1
126,816,630,1
127,817,640,1
128,819,646,1
129,820,649,1
130,821,650,1
131,822,649,1
132,823,647,1
133,823,645,1
134,824,643,1
135,824,641,1
136,824,640,1
137,824,638,1
138,825,637,1
139,825,636,1
140,824,635,1
141,824,635,1
142,824,635,1
143,824,634,1
144,824,634,1
145,824,634,1
146,824,634,1
147,824,635,1
148,824,635,1
149,824,635,1
150,824,635,1
151,824,635,1
152,824,635,1
153,824,635,1
154,824,635,1
155,1317,548,1
156,1202,568,1
157,1100,586,1
158,1013,601,1
159,1377,574,1
160,1656,552,1
161,1860,537,1
162,1999,526,1
163,2087,520,1
164,2136,516,1
165,2156,514,1
166,2156,514,1
167,2144,515,1
168,2125,517,1
169,2103,519,1
170,2081,520,1
171,2060,522,1
172,2043,523,1
173,2028,524,1
174,2017,525,1
175,2008,526,1
176,2002,526,1
177,1998,527,1
178,1996,527,1
179,1995,527,1
180,1994,527,1
181,1994,527,1
182,1995,527,1
183,1996,527,1
184,1997,527,1
185,1997,527,1
186,1998,527,1
187,1999,526,1
188,1999,526,1
189,1999,526,1
190,2000,526,1
191,2000,526,1
192,2000,526,1
193,2000,526,1
194,2000,526,1
195,2000,526,1
