frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,1282,439,1
3,1281,439,1
4,1281,439,1
5,1280,439,1
6,1280,439,1
7,1280,439,1
8,1280,439,1
9,1279,439,1
10,1279,439,1
11,1279,439,1
12,1238,381,1
13,1248,395,1
14,1257,407,1
15,1264,418,1
16,1270,426,1
17,1274,433,1
18,1277,437,1
19,1280,441,1
20,1281,444,1
21,1282,445,1
22,1242,389,1
23,1252,403,1
24,1260,416,1
25,1267,427,1
26,1273,436,1
27,1277,443,1
28,1280,448,1
29,1282,452,1
30,1283,455,1
31,1284,457,1
32,1284,458,1
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,1280,454,1
54,1280,453,1
55,1280,453,1
56,1280,452,1
57,1279,452,1
58,1279,452,1
59,1279,451,1
60,1279,450,1
61,1278,450,1
62,1278,450,1
63,1278,450,1
64,1278,450,1
65,1278,450,1
66,1278,450,1
67,1278,450,1
68,1278,451,1
69,1278,451,1
70,1277,451,1
71,1277,451,1
72,1277,452,1
73,1277,452,1
74,1277,453,1
75,1277,453,1
76,1277,453,1
77,1277,453,1
78,1277,453,1
79,1277,453,1
80,1277,453,1
81,-1,-1,0
82,1277,454,1
83,1277,454,1
84,1276,454,1
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,1185,330,1
98,1186,329,1
99,1186,328,1
100,1208,328,1
101,1105,454,1
102,1122,423,1
103,1139,396,1
104,1151,373,1
105,1161,355,1
106,1168,341,1
107,1174,331,1
108,-1,-1,0
109,-1,-1,0
110,-1,-1,0
111,-1,-1,0
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,-1,-1,0
116,-1,-1,0
117,-1,-1,0
118,-1,-1,0
119,-1,-1,0
120,-1,-1,0
121,-1,-1,0
122,959,487,1
123,963,490,1
124,1068,530,1
125,1148,561,1
126,1207,583,1
127,1153,571,1
128,1112,568,1
129,1077,563,1
130,1049,559,1
131,1109,481,1
132,1156,420,1
133,1191,375,1
134,1216,344,1
135,1232,325,1
136,1241,314,1
137,1246,310,1
138,1187,422,1
139,1140,510,1
140,1104,577,1
141,-1,-1,0
142,-1,-1,0
143,-1,-1,0
144,-1,-1,0
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,1258,604,1
150,-1,-1,0
151,-1,-1,0
152,-1,-1,0
153,-1,-1,0
154,-1,-1,0
155,-1,-1,0
156,1218,513,1
157,1188,443,1
158,1166,391,1
159,1188,372,1
160,1207,363,1
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,1236,511,1
169,1201,440,1
170,1240,356,1
171,1272,296,1
172,1234,288,1
173,1204,288,1
174,-1,-1,0
175,-1,-1,0
176,1183,294,1
177,1168,302,1
178,1158,312,1
179,1072,358,1
180,1008,395,1
181,963,423,1
182,1017,407,1
183,1063,393,1
184,1101,381,1
185,1131,371,1
186,1152,364,1
187,1167,359,1
188,1222,407,1
189,1262,443,1
190,1290,471,1
191,1257,437,1
192,1228,409,1
193,1201,385,1
194,1179,367,1
195,1163,354,1
196,-1,-1,0
197,-1,-1,0
198,-1,-1,0
199,-1,-1,0
200,-1,-1,0
201,-1,-1,0
202,-1,-1,0
203,-1,-1,0
204,852,553,1
205,955,458,1
206,-1,-1,0
207,-1,-1,0
208,-1,-1,0
209,-1,-1,0
210,-1,-1,0
211,-1,-1,0
212,-1,-1,0
213,-1,-1,0
214,-1,-1,0
215,-1,-1,0
216,-1,-1,0
217,-1,-1,0
218,-1,-1,0
219,-1,-1,0
220,-1,-1,0
221,-1,-1,0
222,-1,-1,0
223,1212,386,1
224,1210,383,1
225,1208,381,1
226,-1,-1,0
227,-1,-1,0
228,1232,390,1
229,1251,396,1
230,1264,401,1
231,1273,405,1
232,1279,407,1
233,1283,408,1
234,1284,409,1
235,1284,409,1
236,1284,409,1
237,1282,409,1
238,1281,409,1
239,1280,409,1
240,1278,408,1
241,1277,408,1
242,1276,407,1
243,1275,407,1
244,1275,407,1
245,1274,407,1
246,1274,406,1
247,1274,406,1
248,1274,406,1
249,1274,406,1
250,1274,406,1
251,1274,406,1
252,1274,406,1
253,1273,406,1
254,1273,406,1
255,1274,406,1
256,1274,406,1
257,1276,406,1
258,1278,406,1
259,1280,406,1
260,1285,407,1
261,1289,408,1
