frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,1279,450,1
3,1285,464,1
4,1287,467,1
5,1287,467,1
6,1286,467,1
7,1286,466,1
8,1285,465,1
9,1285,464,1
10,1284,463,1
11,1284,461,1
12,1283,460,1
13,1283,458,1
14,1283,456,1
15,1282,454,1
16,1281,453,1
17,1280,451,1
18,1280,450,1
19,1345,488,1
20,1366,518,1
21,1380,540,1
22,1378,525,1
23,1350,504,1
24,1352,494,1
25,1353,487,1
26,1353,481,1
27,1353,477,1
28,1352,474,1
29,1352,472,1
30,1351,471,1
31,1361,501,1
32,1358,494,1
33,1356,488,1
34,1353,483,1
35,1352,479,1
36,1350,476,1
37,1350,474,1
38,1349,473,1
39,1349,473,1
40,1349,473,1
41,1349,473,1
42,1349,473,1
43,1329,469,1
44,1314,466,1
45,1303,463,1
46,1266,461,1
47,1239,460,1
48,1249,460,1
49,1259,460,1
50,1268,460,1
51,1276,460,1
52,1282,461,1
53,1287,461,1
54,1291,461,1
55,1294,462,1
56,1296,462,1
57,1298,462,1
58,1298,462,1
59,1299,462,1
60,1299,462,1
61,1299,462,1
62,1298,462,1
63,1298,462,1
64,1297,462,1
65,1297,462,1
66,1296,462,1
67,1296,462,1
68,1295,462,1
69,1294,462,1
70,1294,462,1
71,1313,467,1
72,1328,470,1
73,1340,472,1
74,1348,474,1
75,1353,475,1
76,1357,475,1
77,1359,475,1
78,1360,475,1
79,1361,475,1
80,1362,474,1
81,1339,470,1
82,1321,466,1
83,1280,463,1
84,1277,461,1
85,1248,460,1
86,1256,459,1
87,1265,459,1
88,1272,459,1
89,1278,460,1
90,1284,460,1
91,1288,460,1
92,1291,460,1
93,1293,461,1
94,1295,461,1
95,1295,462,1
96,1296,462,1
97,1296,462,1
98,1296,462,1
99,1326,497,1
100,1350,524,1
101,1336,508,1
102,1355,529,1
103,1369,545,1
104,1347,521,1
105,1329,501,1
106,1316,485,1
107,1305,473,1
108,1298,465,1
109,1293,459,1
110,1291,456,1
111,1289,454,1
112,1289,454,1
113,1289,454,1
114,1290,455,1
115,1291,456,1
116,-1,-1,0
117,-1,-1,0
118,1311,462,1
119,1327,466,1
120,1289,464,1
121,1260,463,1
122,1238,462,1
123,1269,465,1
124,1249,464,1
125,1262,463,1
126,1245,462,1
127,1260,462,1
128,1243,461,1
129,1231,461,1
130,1222,460,1
131,1262,465,1
132,1293,468,1
133,1317,471,1
134,1334,473,1
135,1345,474,1
136,1363,505,1
137,1376,529,1
138,1372,515,1
139,1379,534,1
140,-1,-1,0
141,1383,548,1
142,1373,527,1
143,-1,-1,0
144,1364,509,1
145,-1,-1,0
146,1369,526,1
147,1372,538,1
148,1374,548,1
149,-1,-1,0
150,1375,555,1
151,-1,-1,0
152,-1,-1,0
153,1347,524,1
154,1325,500,1
155,1308,482,1
156,1297,469,1
157,1290,460,1
158,1286,454,1
159,1284,451,1
160,1284,450,1
161,1247,483,1
162,1257,477,1
163,1267,471,1
164,1275,467,1
165,1282,464,1
166,1287,462,1
167,1292,461,1
168,1294,460,1
169,1296,459,1
170,1298,460,1
171,1298,460,1
172,1298,460,1
173,1298,461,1
174,1298,461,1
175,1298,461,1
176,1298,462,1
177,1297,462,1
178,1297,463,1
179,1297,463,1
180,1297,463,1
181,1296,463,1
182,1296,463,1
183,1296,463,1
184,1250,468,1
185,1261,467,1
186,1229,460,1
187,1206,454,1
188,1231,456,1
189,1252,458,1
190,1269,460,1
191,1282,461,1
192,1316,496,1
193,1316,489,1
194,1315,482,1
195,1330,508,1
196,1323,496,1
197,1317,486,1
198,1312,478,1
199,1308,472,1
200,1363,500,1
201,1308,522,1
202,1264,538,1
203,-1,-1,0
204,1230,548,1
205,1206,556,1
206,1189,560,1
207,1179,561,1
208,1174,562,1
209,1214,494,1
210,1251,438,1
211,1282,396,1
212,-1,-1,0
213,-1,-1,0
214,1330,397,1
215,1336,448,1
