frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,1087,291,1
16,1093,285,1
17,1094,283,1
18,1095,282,1
19,1095,282,1
20,1098,280,1
21,1099,278,1
22,1103,278,1
23,1105,278,1
24,1108,278,1
25,1097,334,1
26,1089,376,1
27,1082,406,1
28,1077,427,1
29,1074,440,1
30,1072,447,1
31,1070,450,1
32,1069,450,1
33,1067,448,1
34,1066,445,1
35,1064,442,1
36,1063,438,1
37,1061,435,1
38,1060,433,1
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,1085,490,1
55,1139,485,1
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,2017,526,1
101,2008,526,1
102,2001,526,1
103,1998,526,1
104,1996,526,1
105,1995,526,1
106,1995,526,1
107,1995,526,1
108,1996,526,1
109,1997,526,1
110,1998,526,1
111,1658,500,1
112,1397,480,1
113,1548,492,1
114,1680,502,1
115,1788,510,1
116,1874,517,1
117,1938,521,1
118,1983,525,1
119,2014,527,1
120,2032,529,1
121,1680,500,1
122,1405,477,1
123,1562,490,1
124,1697,501,1
125,1440,479,1
126,1243,463,1
127,1101,451,1
128,1003,443,1
129,941,438,1
130,907,435,1
131,1260,464,1
132,1175,458,1
133,1108,453,1
134,1425,479,1
135,1671,499,1
136,1852,514,1
137,1979,525,1
