frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,1509,498,1
14,1508,498,1
15,1508,497,1
16,1597,552,1
17,1563,532,1
18,1542,519,1
19,1528,511,1
20,1518,505,1
21,1512,502,1
22,1508,499,1
23,1505,497,1
24,1503,496,1
25,1502,496,1
26,1502,496,1
27,1502,495,1
28,1502,496,1
29,1503,496,1
30,1504,496,1
31,1504,497,1
32,1505,497,1
33,1506,497,1
34,1506,497,1
35,1507,497,1
36,1507,497,1
37,1507,497,1
38,1507,497,1
39,1507,497,1
40,1506,497,1
41,1506,497,1
42,1506,498,1
43,1505,498,1
44,1505,497,1
45,1505,497,1
46,1505,498,1
47,1505,498,1
48,1505,498,1
49,1505,498,1
50,1505,498,1
51,1506,497,1
52,1507,497,1
53,1507,497,1
54,1507,497,1
55,1507,498,1
56,1507,498,1
57,-1,-1,0
58,1379,474,1
59,1341,483,1
60,1383,488,1
61,-1,-1,0
62,1348,497,1
63,1394,498,1
64,1432,499,1
65,1355,442,1
66,1295,398,1
67,-1,-1,0
68,1252,366,1
69,1328,401,1
70,1391,431,1
71,1440,456,1
72,1476,474,1
73,1501,488,1
74,1517,498,1
75,1471,510,1
76,1387,453,1
77,1358,404,1
78,-1,-1,0
79,-1,-1,0
80,1329,356,1
81,1311,323,1
82,1282,310,1
83,1263,304,1
84,1274,294,1
85,1287,290,1
86,1299,289,1
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,1433,469,1
106,1389,402,1
107,1358,355,1
108,1432,430,1
109,1493,493,1
110,1542,543,1
111,1578,581,1
112,1603,605,1
113,1619,621,1
114,-1,-1,0
115,-1,-1,0
116,1627,626,1
117,1630,628,1
118,1628,621,1
119,1624,614,1
120,1617,606,1
121,1611,599,1
122,1606,593,1
123,1602,589,1
124,1597,584,1
125,1593,580,1
126,1588,580,1
127,1585,580,1
128,1503,471,1
129,1441,387,1
130,-1,-1,0
131,1391,347,1
132,1358,321,1
133,1336,307,1
134,1325,301,1
135,1309,373,1
136,1301,432,1
137,1297,478,1
138,1298,513,1
139,1301,537,1
140,1304,553,1
141,-1,-1,0
142,-1,-1,0
143,1297,472,1
144,1292,407,1
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,-1,-1,0
150,-1,-1,0
151,1329,543,1
152,1329,543,1
153,1329,543,1
154,1329,542,1
155,1329,542,1
156,1328,542,1
157,1329,542,1
158,-1,-1,0
159,-1,-1,0
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,-1,-1,0
170,-1,-1,0
171,1342,288,1
172,1342,287,1
173,1341,286,1
174,1340,285,1
175,-1,-1,0
176,-1,-1,0
177,-1,-1,0
178,-1,-1,0
179,-1,-1,0
180,-1,-1,0
181,-1,-1,0
182,-1,-1,0
183,1326,342,1
184,1314,315,1
185,1304,294,1
186,1617,325,1
187,1858,350,1
188,1714,324,1
189,1590,303,1
190,1487,287,1
191,1407,275,1
192,1605,379,1
193,1760,460,1
194,1877,520,1
195,1959,562,1
196,2014,589,1
197,2046,606,1
198,2062,613,1
199,2066,614,1
200,2063,612,1
201,2055,607,1
202,2045,602,1
203,2034,596,1
204,2024,590,1
205,2015,586,1
206,2007,582,1
207,2001,579,1
208,1997,576,1
209,1994,575,1
210,1991,573,1
211,1990,573,1
212,1989,572,1
213,1989,572,1
214,1738,490,1
215,1546,427,1
216,1407,382,1
217,1311,350,1
218,1501,413,1
219,1660,465,1
220,1787,506,1
221,1883,538,1
222,1952,561,1
223,1999,576,1
224,2028,586,1
225,2043,591,1
226,2049,592,1
227,2048,592,1
228,2042,590,1
229,1872,608,1
230,1739,620,1
231,1803,609,1
232,1858,599,1
233,1643,507,1
234,1480,437,1
235,1360,385,1
236,1291,346,1
